"num","carat","cut","color","clarity","depth","table","price","x","y","z"
49339,0.79,"Very Good","I","SI1",63.3,57,2095,5.86,5.83,3.7
35433,0.32,"Ideal","E","VS2",62.1,54,900,4.42,4.4,2.74
43572,0.41,"Ideal","G","IF",62.4,54,1431,4.78,4.74,2.97
6179,0.9,"Good","F","SI1",63.9,58,3992,6.08,6.03,3.87
3960,0.83,"Premium","E","SI1",58.4,59,3506,6.22,6.18,3.62
18166,1.37,"Very Good","E","SI2",62.5,59,7365,6.98,7.04,4.38
18107,1.33,"Ideal","I","VS2",62.6,55,7325,7.01,7.05,4.4
51040,0.75,"Premium","I","VS2",60,57,2329,5.93,5.9,3.55
6724,0.27,"Ideal","F","VS2",60.9,57,577,4.17,4.2,2.55
16380,0.29,"Very Good","E","VVS1",59.5,61,609,4.29,4.31,2.56
44300,0.6,"Premium","E","SI1",63,60,1577,5.44,5.39,3.41
8988,1.36,"Premium","G","I1",62.1,57,4509,7.11,7.06,4.4
9155,0.9,"Very Good","G","VS1",62.7,60,4540,6.06,6.13,3.82
13355,0.24,"Very Good","E","VS2",62.1,58,419,4,4.02,2.49
24365,0.4,"Very Good","G","SI1",58.3,62,636,4.81,4.86,2.82
48061,0.55,"Ideal","D","VS2",61.4,57,1928,5.27,5.31,3.25
42180,0.5,"Premium","G","SI1",62.2,60,1286,5.07,5.03,3.14
47130,0.54,"Ideal","G","VVS2",61.8,55,1829,5.22,5.3,3.24
49390,0.57,"Ideal","D","VS2",61.4,56,2103,5.37,5.34,3.29
48546,0.7,"Good","F","SI1",63.5,59,1988,5.58,5.64,3.56
45085,0.5,"Very Good","D","VS2",63.4,58,1646,5.04,5.06,3.2
26805,2.4,"Ideal","J","SI1",62.7,57,16687,8.6,8.5,5.36
27343,1.58,"Ideal","E","VS1",62.6,56,17894,7.41,7.44,4.65
43795,0.7,"Good","J","SI1",64.3,56,1442,5.62,5.57,3.6
23094,1.13,"Ideal","E","VVS2",61.6,56,11115,6.69,6.71,4.13
10436,1.16,"Very Good","I","SI1",62.7,57,4785,6.67,6.76,4.21
30986,0.37,"Very Good","G","VS1",61.5,58,746,4.57,4.6,2.82
15701,0.29,"Ideal","H","IF",62.1,55,607,4.26,4.29,2.65
6370,0.32,"Premium","H","SI1",61.9,58,576,4.38,4.34,2.7
45733,0.56,"Ideal","E","VS2",62.8,57,1699,5.21,5.23,3.28
44155,0.58,"Good","D","SI2",56.7,60,1563,5.59,5.53,3.15
12481,0.91,"Ideal","E","SI1",61.4,54,5252,6.26,6.24,3.84
22291,1.53,"Ideal","E","SI2",61.2,57,10339,7.42,7.46,4.55
34041,0.46,"Ideal","I","SI1",61.9,55,850,4.97,4.98,3.08
37771,0.41,"Ideal","E","VS2",61.6,55,999,4.79,4.75,2.94
45418,0.55,"Ideal","E","SI1",60.6,56,1668,5.33,5.3,3.22
32060,0.33,"Premium","I","VVS1",62.5,61,780,4.42,4.38,2.75
9486,1.01,"Premium","G","SI1",62.8,59,4605,6.43,6.34,4.01
3152,0.98,"Fair","G","SI2",66.6,56,3332,6.12,6.02,4.04
5035,1.03,"Premium","H","SI2",62.7,62,3749,6.43,6.38,4.02
19323,1.2,"Very Good","G","VS2",63.1,57,8032,6.74,6.69,4.24
43401,0.59,"Very Good","G","SI1",63,57,1412,5.35,5.38,3.38
18686,1.53,"Good","E","SI2",57.1,56,7643,7.69,7.65,4.38
33381,0.41,"Premium","I","VVS2",62.1,58,827,4.76,4.78,2.96
46220,0.5,"Good","E","VS2",63.8,54,1752,5.05,5.07,3.23
21104,1.3,"Ideal","D","SI1",62.2,56,9275,6.98,6.94,4.33
10425,1.24,"Ideal","J","SI2",60.1,57,4783,7.02,6.98,4.21
427,0.91,"Premium","G","SI2",59.8,58,2813,6.3,6.29,3.77
4278,0.9,"Good","E","SI2",63.6,59,3584,6.05,6.09,3.86
18560,1.3,"Very Good","F","SI1",61.5,58,7567,6.99,7.06,4.32
49377,0.7,"Premium","G","SI2",61.3,58,2100,5.75,5.67,3.5
45563,0.52,"Good","G","VS1",63.3,55,1689,5.09,5.12,3.23
46960,0.27,"Ideal","G","VS1",62.3,53,527,4.16,4.19,2.6
13425,1.2,"Good","F","SI2",59,60,5514,6.9,6.97,4.09
1666,0.72,"Premium","E","VS2",62.5,59,3024,5.73,5.7,3.57
7038,0.59,"Ideal","D","IF",60.7,58,4161,5.45,5.49,3.32
24205,2.01,"Very Good","J","SI1",60.3,58,12392,8.11,8.17,4.91
13345,1,"Very Good","F","VS2",61.9,59,5505,6.34,6.38,3.94
3107,0.86,"Premium","E","SI1",61.9,61,3323,6.07,5.99,3.73
20598,1.15,"Ideal","F","VVS2",62.1,55,8903,6.74,6.69,4.17
2850,1.1,"Premium","I","SI2",59.3,62,3271,6.75,6.7,3.99
46242,0.53,"Premium","F","VS2",61.4,60,1753,5.21,5.18,3.19
41665,0.51,"Very Good","E","SI2",63.3,56,1239,5.12,5.08,3.23
53398,0.83,"Ideal","H","SI2",61.1,59,2666,6.05,6.1,3.71
45996,0.53,"Very Good","G","VVS2",60.5,59,1724,5.24,5.29,3.19
7391,0.33,"Very Good","E","SI1",62,60,579,4.38,4.43,2.73
20291,1.07,"Ideal","G","VVS2",61.5,56,8707,6.58,6.6,4.05
31488,0.34,"Ideal","G","VS2",61,57,765,4.5,4.48,2.74
10691,1.2,"Premium","I","VS2",62.3,57,4844,6.79,6.74,4.22
19197,1.25,"Premium","G","VS2",61.2,57,7948,6.95,6.91,4.24
31117,0.38,"Ideal","H","VS1",62.4,53,754,4.67,4.69,2.92
43324,0.51,"Very Good","D","SI1",61.7,58,1403,5.09,5.12,3.15
31486,0.34,"Premium","G","VS2",61.3,58,765,4.53,4.51,2.77
40181,0.44,"Premium","H","VVS1",60.1,58,1119,4.92,4.96,2.97
46225,0.61,"Premium","H","VVS2",60.9,60,1752,5.47,5.5,3.34
1775,0.72,"Premium","H","IF",58.7,59,3048,5.94,5.88,3.47
246,0.76,"Premium","E","SI1",60.4,58,2789,5.92,5.94,3.58
36574,0.5,"Fair","E","SI2",64.7,57,945,4.98,4.88,3.19
39825,0.39,"Premium","H","VVS2",62.1,58,1097,4.65,4.63,2.88
37532,0.38,"Very Good","F","VS1",58.7,63,988,4.75,4.79,2.8
20713,0.31,"Ideal","G","VS1",62.5,57,625,4.34,4.37,2.72
13391,0.38,"Ideal","G","SI2",61.6,55,602,4.64,4.68,2.87
6521,0.91,"Very Good","H","VS1",62.7,63,4066,6.1,6.03,3.8
33846,0.3,"Premium","F","VS1",61.5,59,844,4.33,4.31,2.66
27749,2,"Very Good","G","SI1",63.5,56,18818,7.9,7.97,5.04
33248,0.36,"Very Good","F","VS1",60.1,59,825,4.62,4.66,2.78
6132,0.93,"Ideal","H","SI1",61.6,54,3985,6.29,6.33,3.89
43015,0.55,"Very Good","F","SI1",60.5,59,1370,5.29,5.35,3.22
28567,0.3,"Very Good","H","VS1",63.4,53,675,4.3,4.25,2.71
41408,0.38,"Very Good","D","VVS2",59.1,59.9,1225,4.71,4.75,2.79
37335,0.43,"Very Good","E","VS2",62.8,56,981,4.79,4.86,3.03
18481,1,"Ideal","F","VS1",61.9,57,7526,6.41,6.39,3.96
23306,1.52,"Very Good","G","VS2",63.3,57,11338,7.32,7.27,4.62
40717,0.53,"Very Good","E","SI2",58.3,62,1160,5.3,5.36,3.11
39063,0.52,"Very Good","E","SI2",64,55,1059,5.07,5.11,3.26
53544,0.76,"Ideal","H","VS2",62.7,57,2692,5.86,5.82,3.66
36975,0.43,"Premium","D","VS2",59.7,59,963,4.93,4.89,2.93
16096,1.26,"Premium","H","SI1",62.1,57,6435,6.94,6.88,4.29
6652,0.9,"Premium","E","SI1",62.7,62,4092,6.22,6.1,3.85
18991,1.03,"Premium","E","VS1",59.6,59,7817,6.59,6.57,3.92
49935,0.71,"Very Good","I","VS2",62.8,59,2185,5.64,5.67,3.55
30756,0.25,"Ideal","E","VVS2",61.6,57,740,4.1,4.08,2.52
19700,0.37,"Ideal","J","VS1",62.6,57,624,4.57,4.54,2.85
43143,0.46,"Premium","D","VS2",60.9,58,1388,4.97,4.94,3.02
36009,0.31,"Ideal","F","IF",61.1,54,921,4.39,4.42,2.69
20377,0.31,"Ideal","H","VVS2",62.4,57,625,4.32,4.36,2.71
15441,1.2,"Good","H","SI1",64.2,60,6182,6.68,6.62,4.27
29115,0.34,"Very Good","H","VS2",63.1,56,689,4.46,4.41,2.8
18317,1.01,"Very Good","G","VS1",59.3,57,7451,6.55,6.6,3.9
21836,1.16,"Ideal","G","IF",62.3,55,9901,6.73,6.79,4.21
41631,0.32,"Premium","H","SI2",60.4,59,504,4.42,4.39,2.66
19214,1.5,"Premium","I","SI1",62.3,57,7955,7.28,7.22,4.52
9899,1.2,"Premium","J","SI2",58.7,59,4685,6.99,6.94,4.09
48120,0.7,"Ideal","J","SI1",62.6,56,1937,5.66,5.68,3.55
28824,0.41,"Premium","D","SI2",62.3,58,683,4.74,4.77,2.96
32635,0.36,"Ideal","J","VS2",61.5,55,459,4.6,4.63,2.84
18065,1.2,"Ideal","H","VS1",62,57,7294,6.69,6.76,4.17
36069,0.4,"Very Good","D","SI1",63.3,57,924,4.71,4.68,2.97
26376,2,"Good","I","VS1",58.8,65,15851,8.1,8.03,4.74
2070,0.32,"Premium","E","SI1",61.9,59,561,4.36,4.39,2.71
48935,0.57,"Ideal","D","VS1",61.6,55,2043,5.33,5.39,3.3
17357,1.01,"Ideal","G","VS2",62.6,56,6964,6.41,6.44,4.02
16082,1.04,"Very Good","G","VS2",62.8,56,6424,6.42,6.48,4.05
49389,0.57,"Ideal","D","VS2",61.8,56,2103,5.34,5.31,3.29
47943,0.51,"Ideal","G","VVS2",62.4,56,1916,5.1,5.13,3.19
23774,1.22,"Premium","F","VVS1",61.9,58,11830,6.85,6.81,4.23
27581,1.6,"Ideal","F","VS2",62,55,18421,7.49,7.54,4.66
22624,1.63,"Ideal","G","SI2",62.6,53,10680,7.55,7.49,4.71
36303,0.32,"Premium","H","VVS1",61.5,59,936,4.41,4.37,2.7
6084,0.8,"Ideal","E","VS2",61.4,56,3972,5.97,6.02,3.68
26011,0.35,"Ideal","D","SI1",62.3,55,644,4.52,4.56,2.83
53047,0.71,"Ideal","I","VVS1",61.4,56,2606,5.73,5.76,3.53
37160,0.32,"Premium","D","VS2",60.3,60,972,4.44,4.42,2.67
16771,1.51,"Premium","J","SI1",60.4,62,6680,7.42,7.32,4.45
31595,0.2,"Premium","E","VS2",59.7,62,367,3.84,3.8,2.28
7474,1.2,"Ideal","J","SI1",63,57,4234,6.74,6.64,4.24
21917,1.33,"Premium","G","VS1",60.2,60,9992,7.2,7.12,4.31
20789,1.52,"Premium","E","SI2",60.8,60,9028,7.36,7.42,4.49
21722,1.52,"Premium","D","SI2",61.5,60,9789,7.44,7.39,4.56
1539,0.9,"Ideal","I","SI2",62,56,3001,6.16,6.2,3.83
32550,0.27,"Ideal","D","VVS1",62.2,56,799,4.15,4.12,2.57
52052,0.72,"Good","I","VS1",61.3,63,2451,5.67,5.75,3.5
7854,0.9,"Very Good","D","SI1",61,63,4304,6.13,6.1,3.73
35364,0.38,"Premium","H","VS2",60.5,59,898,4.69,4.66,2.83
21346,1.27,"Ideal","G","VS2",61.9,57,9489,6.9,6.93,4.28
28656,0.35,"Very Good","G","VS1",61.5,60,676,4.51,4.57,2.79
5353,0.74,"Ideal","D","VS1",61.7,55,3813,5.79,5.85,3.59
39092,0.32,"Ideal","E","VVS1",61.6,56,1061,4.43,4.37,2.71
1909,1,"Premium","H","SI2",62.8,60,3080,6.46,6.34,4.02
22327,1.16,"Ideal","G","IF",59.9,57,10368,6.85,6.93,4.13
49243,0.51,"Ideal","E","VS2",61.6,55,2085,5.16,5.19,3.19
10623,1,"Ideal","E","SI2",61.8,57,4829,6.43,6.39,3.96
46006,0.61,"Very Good","E","SI1",63.3,60,1726,5.36,5.29,3.37
26522,1.98,"Premium","I","VS1",62.5,58,16171,7.95,7.99,4.98
22613,1.09,"Very Good","F","IF",61.1,58,10663,6.63,6.69,4.07
21419,1.52,"Premium","H","SI1",62.1,59,9527,7.29,7.36,4.55
4331,1.01,"Ideal","J","SI1",60.5,56,3599,6.49,6.53,3.94
30385,0.33,"Ideal","G","VVS2",61.3,56,730,4.46,4.48,2.74
37509,0.36,"Ideal","G","IF",61.5,56,985,4.59,4.62,2.83
38959,0.31,"Good","H","VS2",63.2,58,489,4.31,4.33,2.73
45907,0.54,"Ideal","E","SI1",61.5,56,1720,5.26,5.22,3.23
6367,0.32,"Very Good","H","SI1",63.1,54,576,4.42,4.36,2.77
47625,0.55,"Premium","E","VS2",61.4,57,1881,5.29,5.27,3.24
45715,0.56,"Ideal","G","VS2",61.9,55,1698,5.32,5.28,3.28
7597,0.91,"Ideal","G","VS2",62.3,57,4257,6.18,6.24,3.87
41939,0.45,"Premium","G","VVS1",60.8,58,1263,4.92,4.98,3.01
44172,0.53,"Ideal","D","SI1",62,57,1566,5.19,5.23,3.23
23197,1.38,"Ideal","F","VS2",61.9,55,11205,7.16,7.12,4.42
49361,0.55,"Ideal","I","IF",60.1,56,2098,5.33,5.38,3.22
18055,0.3,"Ideal","I","IF",62.5,56,615,4.26,4.28,2.67
52927,0.72,"Ideal","E","SI1",62.9,54,2590,5.76,5.72,3.61
53073,0.71,"Ideal","D","SI2",61.3,57,2610,5.71,5.78,3.52
26810,2,"Very Good","I","VS2",63.3,56,16694,8.03,7.98,5.07
25562,1.75,"Ideal","I","VVS2",62.1,56,14394,7.72,7.69,4.79
53486,0.76,"Ideal","D","SI2",62.2,57,2682,5.83,5.85,3.63
50292,0.31,"Premium","G","VS1",62.1,58,542,4.31,4.36,2.69
37539,0.4,"Very Good","E","VVS2",61.4,56,988,4.74,4.81,2.93
47432,0.55,"Very Good","F","VS1",60.7,60,1853,5.29,5.32,3.22
11842,1.01,"Ideal","I","VS2",62,54,5099,6.43,6.47,4
3945,0.71,"Ideal","D","SI1",60.8,57,3502,5.75,5.78,3.5
49136,0.56,"Ideal","D","VS2",61.6,56,2066,5.31,5.27,3.26
31240,0.38,"Ideal","G","VS2",61.9,54.1,757,4.66,4.69,2.89
14789,1.01,"Fair","G","VS2",65.1,56,5950,6.2,6.15,4.02
14747,1.14,"Ideal","H","VS2",61.6,56,5937,6.72,6.68,4.13
18031,0.35,"Ideal","I","VVS2",62.3,57,614,4.49,4.53,2.81
24245,2.04,"Fair","E","SI2",67.4,56,12454,7.8,7.76,5.24
5398,0.3,"Premium","D","SI2",62.4,58,574,4.31,4.28,2.68
47505,0.74,"Fair","E","I1",58.2,65,1865,6.03,5.89,3.47
47026,0.56,"Very Good","E","VS2",61.4,61,1819,5.28,5.31,3.25
17926,1.07,"Ideal","E","VS2",61.8,58,7240,6.53,6.61,4.06
13824,1.11,"Ideal","H","VS2",64,58,5632,6.52,6.46,4.16
1877,0.75,"Ideal","G","VS2",61.6,55,3073,5.86,5.89,3.62
45233,0.5,"Good","D","VS1",60.9,62,1657,5.05,5.06,3.08
38367,0.43,"Premium","D","SI1",62.4,60,1022,4.82,4.79,3
51080,0.72,"Good","G","SI2",63.7,59,2333,5.74,5.65,3.63
14564,1.01,"Ideal","H","VS1",62.6,57,5882,6.4,6.37,4
50564,0.79,"Ideal","I","SI2",62.1,56,2277,5.92,5.97,3.69
17827,1.51,"Fair","H","VS2",65.6,56,7188,7.08,4.7,4
21962,1.03,"Very Good","F","IF",62.8,57,10032,6.4,6.47,4.04
51704,0.7,"Very Good","F","VS2",62.1,58,2400,5.68,5.72,3.54
14852,1.21,"Premium","F","SI2",59,60,5982,6.94,6.99,4.11
51179,0.76,"Very Good","F","SI2",63.3,55,2347,5.79,5.83,3.68
929,0.73,"Premium","F","VS2",59.9,58,2882,5.87,5.84,3.51
14904,1.01,"Very Good","G","VS2",59.2,59,5999,6.52,6.59,3.88
35029,0.4,"Good","E","SI1",63.7,57,882,4.69,4.66,2.98
49064,0.7,"Good","F","SI1",63.1,64,2058,5.58,5.61,3.53
7224,0.91,"Very Good","H","VS2",58.3,59,4193,6.35,6.47,3.74
49171,0.7,"Very Good","G","SI1",60.7,58,2074,5.7,5.73,3.47
3935,0.71,"Ideal","F","VVS2",62,57,3499,5.7,5.65,3.52
43445,0.5,"Premium","E","SI1",60.7,61,1415,5.12,5.09,3.1
50794,0.72,"Good","E","SI1",63.9,58,2305,5.72,5.64,3.63
34728,0.34,"Ideal","E","VS1",61.2,55,875,4.52,4.56,2.77
1789,0.82,"Good","E","SI2",61.8,56,3050,5.95,5.99,3.69
46706,0.77,"Premium","J","VS2",62.3,58,1792,5.86,5.8,3.63
10102,0.9,"Very Good","F","VS2",63.2,57,4715,6.12,6.07,3.85
9516,1.11,"Premium","F","SI2",58.9,60,4612,6.8,6.74,3.99
53821,0.71,"Premium","G","VS2",63,56,2735,5.7,5.69,3.59
18016,1.01,"Ideal","E","VS2",61.5,57,7288,6.44,6.48,3.97
20861,2.17,"Premium","F","I1",60.7,59,9078,8.43,8.35,5.09
38315,0.44,"Good","F","SI1",56.9,61,1018,5.12,5.07,2.9
46877,0.53,"Ideal","E","VS2",61.9,56,1813,5.21,5.19,3.22
9948,1.01,"Premium","D","SI2",60.4,60,4694,6.52,6.46,3.92
1904,0.91,"Fair","D","SI2",62.5,66,3079,6.08,6.01,3.78
5834,0.9,"Good","G","VS2",62.9,62,3918,6.02,6.06,3.8
2726,0.36,"Ideal","G","SI2",61.8,56,565,4.58,4.61,2.84
46497,0.5,"Very Good","F","VVS2",60.4,61,1778,5.12,5.14,3.1
42385,0.46,"Ideal","G","VVS2",62.4,54.4,1306,4.93,4.98,3.09
2862,0.7,"Very Good","F","VVS2",61.6,63,3275,5.65,5.69,3.49
21086,1.1,"Very Good","G","VVS1",61.4,60,9257,6.59,6.67,4.07
30804,0.3,"Good","F","IF",60,63,742,4.3,4.36,2.6
14209,1.13,"Ideal","G","SI1",61.8,55,5759,6.71,6.75,4.16
40725,0.53,"Very Good","G","SI1",63.4,54,1161,5.09,5.13,3.24
14205,1.01,"Very Good","G","VS2",63,56,5759,6.35,6.41,4.02
37920,0.41,"Ideal","F","VS1",62.3,55,1007,4.77,4.79,2.98
17463,1.21,"Ideal","I","VVS2",62.7,56,7002,6.8,6.83,4.27
4769,0.72,"Ideal","E","VS1",62.1,54,3690,5.74,5.76,3.57
35379,0.41,"Ideal","G","VS1",61.5,56,899,4.77,4.79,2.94
16976,1.38,"Premium","G","SI2",59.2,59,6779,7.35,7.29,4.33
22115,1.11,"Very Good","F","VVS1",59.7,55,10141,6.77,6.82,4.06
15818,1,"Good","D","SI1",64.1,56,6328,6.28,6.24,4.01
8485,1.01,"Fair","G","SI1",65.3,58,4417,6.14,6.2,4.03
20183,1.52,"Premium","D","SI2",62.8,58,8631,7.37,7.28,4.6
24669,1.51,"Very Good","F","VS2",63.7,60,13012,7.2,7.24,4.6
27030,2,"Premium","F","SI1",58.8,61,17172,8.29,8.23,4.86
36860,0.42,"Ideal","E","VS2",61.8,57,958,4.77,4.81,2.96
29287,0.25,"Ideal","F","VS1",61.8,57,436,4.07,4.09,2.52
24516,1.5,"Very Good","G","VVS2",60.9,56,12798,7.34,7.37,4.48
29892,0.3,"Ideal","D","VS2",61.8,55,710,4.3,4.34,2.67
3037,0.3,"Good","G","VS1",63.4,55,565,4.26,4.32,2.72
17475,1.34,"Ideal","I","VS1",62.2,57,7016,7.02,7.06,4.38
5446,0.9,"Very Good","J","SI1",63.4,59,3830,6.14,6.1,3.88
52767,0.53,"Ideal","D","VVS2",62.2,56,2563,5.18,5.21,3.23
47648,0.23,"Ideal","F","VVS2",61.9,57,530,3.93,3.96,2.44
29414,0.38,"Very Good","H","VS2",60.6,58,700,4.68,4.7,2.84
14540,1.21,"Very Good","H","SI1",63.1,60,5871,6.74,6.69,4.24
15512,1.03,"Premium","G","VS2",62.3,59,6214,6.38,6.42,3.99
10973,1.24,"Premium","F","SI2",62.7,59,4907,6.83,6.77,4.26
35452,0.32,"Ideal","E","VS2",62,55,900,4.38,4.36,2.71
17275,1.31,"Very Good","I","VS2",61.2,58,6917,7.01,7.05,4.3
22669,1.53,"Premium","D","SI1",61.6,58,10712,7.35,7.42,4.55
30918,0.34,"Ideal","E","VS2",62.1,54,745,4.5,4.52,2.8
11687,1.37,"Very Good","J","SI2",60.7,60,5063,7.07,7.19,4.33
11183,1.07,"Ideal","F","SI2",61.6,56,4954,0,6.62,0
27277,1.65,"Ideal","G","IF",62.4,55,17729,7.61,7.53,4.72
13851,1,"Good","G","VS2",64,56,5645,6.33,6.25,4.03
35914,0.39,"Ideal","F","SI1",61.3,56,919,4.69,4.72,2.88
36408,0.31,"Ideal","E","VS1",61.6,57,942,4.35,4.32,2.67
14616,1.16,"Ideal","D","SI2",62.1,54,5898,6.79,6.74,4.2
34948,0.3,"Premium","H","SI2",61.9,60,378,4.27,4.29,2.65
9410,0.9,"Very Good","H","VS2",62.3,59,4588,6.13,6.17,3.83
15501,1,"Good","F","VS2",63.8,58,6209,6.32,6.28,4.02
33342,0.41,"Very Good","G","VS2",59.9,59,827,4.82,4.86,2.9
2641,0.79,"Premium","E","VS2",59.4,60,3230,6.08,6.05,3.6
24881,1.56,"Premium","G","VS2",61.9,58,13299,7.44,7.4,4.59
42946,0.3,"Very Good","F","SI2",63.5,57,506,4.25,4.22,2.69
8443,1.05,"Ideal","H","SI2",61.2,57,4410,6.59,6.54,4.02
20799,1.6,"Premium","J","VS1",61.3,59,9032,7.52,7.49,4.6
33563,0.41,"Good","J","VS1",63.7,56,830,4.71,4.68,2.99
24410,1.32,"Fair","F","VVS1",58,66,12648,7.31,7.28,4.23
8253,0.93,"Good","G","SI1",63.8,58,4375,6.14,6.09,3.9
43196,0.42,"Ideal","G","IF",62.4,57,1394,4.79,4.82,3
2043,0.32,"Ideal","H","VS1",61.3,55,561,4.41,4.43,2.71
31394,0.32,"Premium","H","IF",61.8,58,763,4.35,4.39,2.7
29677,0.28,"Very Good","E","VVS1",62.1,57,707,4.17,4.21,2.6
691,0.74,"Ideal","G","SI1",61.3,55,2852,5.85,5.86,3.59
40504,0.41,"Very Good","F","VVS1",63.3,55,1143,4.7,4.74,2.99
3975,1.15,"Very Good","G","I1",61.2,58,3510,6.74,6.8,4.14
5623,0.91,"Very Good","E","SI2",62.8,59,3876,6.1,6.16,3.85
46503,0.57,"Premium","E","VS2",63,59,1778,5.29,5.25,3.32
8962,1.34,"Premium","H","SI2",61.6,60,4502,7.05,6.97,4.32
47764,0.52,"Ideal","E","VS1",62,53,1893,5.16,5.2,3.21
293,0.51,"Ideal","D","VVS1",61.7,56,2797,5.12,5.16,3.17
21290,1.42,"Premium","E","SI1",61.1,62,9447,7.2,7.17,4.39
20698,1.12,"Good","G","IF",59.6,56,8973,6.8,6.85,4.07
13637,1.03,"Premium","G","SI1",60.1,60,5581,6.55,6.52,3.93
42521,0.5,"Fair","D","SI1",65.7,56,1323,5.01,4.97,3.28
33987,0.42,"Ideal","G","VS2",60.8,57,847,4.82,4.85,2.94
36063,0.31,"Ideal","G","IF",61.6,55,924,4.34,4.39,2.69
12517,1.01,"Very Good","H","VS2",63.1,59,5260,6.34,6.3,3.99
15614,1.12,"Very Good","F","SI1",62.9,57,6262,6.6,6.62,4.16
3012,1,"Good","D","SI2",64,54,3304,6.29,6.24,4.01
39102,0.41,"Ideal","I","VVS2",62.3,56,1061,4.77,4.73,2.96
17770,1.17,"Ideal","G","VS1",59.4,57,7155,6.93,6.87,4.1
21712,0.5,"Fair","F","I1",67.1,57,627,4.92,4.87,3.28
18250,1.2,"Ideal","G","VS2",62.6,57,7413,6.74,6.81,4.24
46408,0.52,"Very Good","E","VS1",59.6,58,1767,5.21,5.26,3.12
3091,0.93,"Premium","F","SI2",61.3,62,3317,6.26,6.17,3.81
50437,0.77,"Good","H","SI2",58.6,64,2262,6.01,5.93,3.5
3487,0.9,"Premium","I","VS2",61.8,59,3398,6.15,6.21,3.82
29568,0.41,"Good","E","SI1",63.2,58,705,4.68,4.72,2.97
46963,0.32,"Good","F","SI1",61.6,60.1,528,4.38,4.4,2.71
3714,0.9,"Very Good","G","SI2",63.1,55,3452,6.16,6.13,3.88
46586,0.55,"Very Good","E","VS2",61.4,57,1786,5.27,5.29,3.24
44253,0.51,"Very Good","D","SI1",63.5,55,1574,5.09,5.08,3.23
20593,1.63,"Premium","I","VS1",60.9,58,8900,7.63,7.58,4.63
22448,1.01,"Very Good","F","IF",61.9,59,10476,6.38,6.45,3.97
49176,0.8,"Premium","J","SI2",61.4,57,2074,5.99,5.93,3.66
8918,0.8,"Very Good","E","VS1",62.4,54,4495,5.98,5.94,3.72
1922,0.91,"Very Good","J","VS1",63.5,55,3082,6.22,6.12,3.92
5306,0.93,"Premium","G","SI2",61.7,60,3802,6.25,6.2,3.84
23723,0.25,"Very Good","F","VVS1",61.8,55,633,4.06,4.09,2.52
36047,0.31,"Ideal","G","IF",62.7,57,924,4.31,4.34,2.71
1411,0.75,"Very Good","E","SI1",60.2,60,2968,5.89,5.93,3.56
23212,1.5,"Very Good","H","VS2",60,62,11220,7.38,7.41,4.44
33840,0.38,"Ideal","F","SI1",60.4,57,844,4.7,4.74,2.85
20655,1.01,"Good","D","VVS2",63.7,57,8943,6.29,6.36,4.03
39634,0.34,"Ideal","G","IF",61.7,55,1084,4.5,4.48,2.77
9745,1.01,"Very Good","H","SI1",63.5,57,4659,6.31,6.35,4.02
10700,1.01,"Very Good","F","SI1",63.5,59,4846,6.39,6.3,4.03
41053,0.5,"Good","E","SI1",63.6,56,1188,5.03,5,3.19
34836,0.3,"Premium","H","VVS1",62,59,878,4.29,4.26,2.65
24798,1.56,"Premium","G","VS2",61.9,58,13178,7.4,7.44,4.59
23196,2,"Fair","H","SI2",55.3,65,11202,8.42,8.35,4.64
33900,0.3,"Ideal","E","VS2",62,55,844,4.31,4.27,2.66
25696,0.4,"Fair","D","SI1",65.1,55,644,4.63,4.68,3.03
40251,0.51,"Premium","H","SI2",62.9,56,1125,5.08,5.06,3.19
41528,0.42,"Premium","G","VVS1",60.2,59,1235,4.84,4.82,2.91
11571,1.1,"Ideal","I","SI1",62.1,57,5037,6.6,6.64,4.11
9078,0.83,"Very Good","D","VS1",58.2,59,4521,6.19,6.24,3.62
13549,1.23,"Very Good","G","SI2",63.4,58,5550,6.8,6.77,4.3
7605,0.92,"Premium","E","SI1",60.9,59,4258,6.25,6.27,3.81
8707,0.28,"Ideal","G","VVS2",61.6,56,586,4.18,4.2,2.58
2900,0.92,"Premium","F","SI2",58.9,59,3282,6.38,6.35,3.75
17172,1.09,"Ideal","G","VS1",62.5,56,6856,6.63,6.55,4.12
53639,0.3,"Ideal","D","SI1",61,57,552,4.29,4.33,2.63
53617,0.3,"Very Good","D","SI1",62.1,58,552,4.25,4.28,2.65
27957,0.27,"Ideal","I","VS1",61.9,55,432,4.16,4.18,2.58
34797,0.5,"Good","J","SI1",63.3,60,877,4.97,4.99,3.15
34077,0.36,"Ideal","D","VS2",61,56,852,4.59,4.63,2.81
48824,0.7,"Good","E","SI2",62.9,56,2028,5.63,5.66,3.55
11797,1.03,"Good","D","SI1",60.1,62,5088,6.55,6.53,3.93
52972,0.37,"Ideal","H","SI1",61.1,55,552,4.64,4.69,2.85
48917,0.54,"Ideal","E","VS1",62,56,2041,5.25,5.17,3.23
1715,0.32,"Ideal","G","VS2",61.4,56,561,4.37,4.39,2.69
29178,0.3,"Ideal","F","VVS2",61.4,56,694,4.32,4.35,2.66
43299,0.46,"Ideal","H","VS1",61.2,55,1401,4.96,5.04,3.06
45394,0.54,"Premium","F","VS2",58.9,59,1667,5.37,5.32,3.15
40644,0.42,"Very Good","F","VVS1",63,59,1154,4.75,4.81,3.01
